name,nachname,email,alter,contract_type,abschlag,durchschnittVerbrauch,basisBetrag,,kWhPreis
Michael,Emma,andreas.julia@test.com,28,STROM,74.88,2387.53,18.92,0.49
Michael,Emma,andreas.julia@test.com,28,STROM,46.12,1879.03,13.41,0.25
Becker,Emma,christine.lea@example.com,74,STROM,196.73,4344.85,49.63,0.2
Becker,Emma,christine.lea@example.com,74,STROM,122.74,3340.22,29.9,0.22
Becker,Emma,christine.lea@example.com,74,GAS,173.69,1467.22,48.13,0.41
Christine,Sophie,schmidt.böhm@example.com,80,STROM,35.42,2575.66,45.96,0.47
Christine,Sophie,schmidt.böhm@example.com,80,STROM,47.88,3043.35,18.87,0.49
Christine,Sophie,schmidt.böhm@example.com,80,GAS,153.13,4644.77,35.02,0.25
Hoffmann,Lena,michael.böhm@example.com,68,STROM,191.64,2047.36,48.63,0.36
Hoffmann,Lena,michael.böhm@example.com,68,GAS,118.92,2847.94,34.5,0.31
Hoffmann,Lena,michael.böhm@example.com,68,GAS,87.87,4441.95,21.99,0.34
Schneider,Maier,michael.hartmann@test.com,77,STROM,23.43,1931.82,40.67,0.22
Hoffmann,Mia,thomas.lenz@example.com,42,GAS,153.58,3556.64,7.69,0.23
Hoffmann,Mia,thomas.lenz@example.com,42,GAS,135.84,4050.07,25.07,0.2
Hoffmann,Mia,thomas.lenz@example.com,42,GAS,147.33,1485.55,36.57,0.47
Schulz,Maier,wagner.marie@domain.com,90,STROM,25.39,3555.11,17.59,0.42
Schulz,Maier,wagner.marie@domain.com,90,STROM,171.8,4795.17,38.25,0.37
Schulz,Maier,wagner.marie@domain.com,90,STROM,76.26,4734.47,42.41,0.3
Schulz,Lea,,24,STROM,26.13,1005.83,31.1,0.35
Müller,Krüger,schmidt.lena@test.com,85,STROM,22.1,2176.62,8.51,0.27
Becker,Lena,thomas.neumann@domain.com,76,STROM,64.63,4493.54,23.99,0.5
Becker,Lena,thomas.neumann@domain.com,76,GAS,149.86,3849.72,37.79,0.38
Becker,Lena,thomas.neumann@domain.com,76,GAS,196.53,3628.47,25.05,0.35
Katharina,Hartmann,fischer.schröder@test.com,87,STROM,183.11,4772.25,21.0,0.37
Katharina,Hartmann,fischer.schröder@test.com,87,STROM,66.34,4148.13,21.13,0.33
Schulz,Lea,schneider.krüger@test.com,21,GAS,168.83,4779.98,20.08,0.38
Schulz,Lea,schneider.krüger@test.com,21,GAS,118.16,1748.89,5.5,0.35
Hoffmann,Walter,schneider.maier@test.com,40,GAS,104.79,1482.5,28.53,0.32
Hoffmann,Hartmann,schneider.böhm@test.com,64,STROM,171.43,1566.76,21.19,0.47
Hoffmann,Hartmann,schneider.böhm@test.com,64,GAS,96.18,1619.97,43.2,0.35
Daniel,Sophie,müller.marie@domain.com,57,STROM,164.58,3275.61,14.67,0.28
Daniel,Sophie,müller.marie@domain.com,57,STROM,190.33,3539.39,27.98,0.45
Schulz,Schröder,wagner.walter@example.com,23,GAS,69.69,4988.83,22.17,0.35
Schulz,Schröder,wagner.walter@example.com,23,GAS,153.57,3580.27,6.09,0.44
Schulz,Schröder,wagner.walter@example.com,23,GAS,32.75,3549.94,6.73,0.45
Schulz,Emma,peter.walter@example.com,80,GAS,192.81,2779.78,29.53,0.3
Daniel,Emma,michael.lenz@example.com,84,GAS,51.23,3800.88,23.29,0.21
Daniel,Emma,michael.lenz@example.com,84,STROM,107.6,4942.28,36.24,0.37
Becker,Julia,fischer.krüger@example.com,74,GAS,106.92,3565.04,26.85,0.29
Becker,Julia,fischer.krüger@example.com,74,GAS,36.55,1925.69,17.54,0.36
Becker,Julia,fischer.krüger@example.com,74,GAS,24.94,1718.61,27.9,0.4
Müller,Julia,weber.klein@example.com,28,GAS,84.42,1163.46,36.92,0.35
Müller,Julia,weber.klein@example.com,28,GAS,46.2,3520.94,6.16,0.39
Müller,Julia,weber.klein@example.com,28,GAS,140.61,3523.27,33.61,0.36
Katharina,Mia,klaus.böhm@example.com,86,STROM,126.09,2369.48,34.95,0.25
Andreas,Lenz,thomas.zimmermann@test.com,72,STROM,102.24,3666.07,49.45,0.36
Andreas,Lenz,thomas.zimmermann@test.com,72,STROM,163.65,3449.53,42.14,0.24
Schulz,Lisa,michael.maier@test.com,63,STROM,145.27,1503.42,20.68,0.4
Schulz,Lisa,michael.maier@test.com,63,GAS,111.44,3923.61,22.04,0.46
Schneider,Anna,wagner.zimmermann@domain.com,24,GAS,84.97,3259.89,10.04,0.37
Andreas,Lea,,79,GAS,129.63,4845.64,23.43,0.45
Andreas,Lea,,79,STROM,73.46,2378.29,34.36,0.27
Andreas,Lea,,79,STROM,121.15,1633.45,32.61,0.37
Schneider,Walter,fischer.schröder@test.com,54,GAS,107.31,2599.22,21.06,0.29
Schulz,Klein,andreas.emma@example.com,50,GAS,142.33,1155.95,13.74,0.49
Schulz,Klein,andreas.emma@example.com,50,STROM,51.62,2902.89,37.94,0.35
Schulz,Klein,andreas.emma@example.com,50,STROM,91.05,4316.62,36.05,0.38
Müller,Schröder,katharina.zimmermann@test.com,54,GAS,45.59,1175.29,11.1,0.27
Müller,Schröder,katharina.zimmermann@test.com,54,GAS,39.85,1528.04,29.84,0.27
Müller,Schröder,katharina.zimmermann@test.com,54,GAS,175.96,4223.87,36.5,0.27
Sarah,Julia,thomas.walter@example.com,56,GAS,68.67,3147.07,49.1,0.35
Sarah,Julia,thomas.walter@example.com,56,GAS,170.29,2418.4,7.08,0.26
Schmidt,Lea,meyer.lenz@test.com,43,GAS,177.33,3775.45,36.75,0.4
Wolfgang,Marie,thomas.emma@example.com,75,GAS,143.61,2296.27,8.79,0.42
Wolfgang,Marie,thomas.emma@example.com,75,GAS,150.65,1299.81,46.75,0.43
Wolfgang,Marie,thomas.emma@example.com,75,STROM,138.86,4373.64,32.09,0.44
Schneider,Neumann,weber.anna@example.com,41,STROM,136.43,4278.44,10.75,0.28
Schneider,Neumann,weber.anna@example.com,41,GAS,121.56,2201.34,44.67,0.31
Schneider,Neumann,weber.anna@example.com,41,GAS,105.17,1454.41,29.36,0.21
Katharina,Lena,schneider.schröder@domain.com,55,GAS,119.74,3837.78,23.11,0.24
Katharina,Lena,schneider.schröder@domain.com,55,GAS,125.93,2290.55,6.49,0.48
Katharina,Lena,schneider.schröder@domain.com,55,STROM,171.6,4661.29,28.11,0.42
Andreas,Emma,christine.mia@example.com,58,GAS,106.88,3695.3,38.29,0.22
Andreas,Emma,christine.mia@example.com,58,GAS,192.26,1814.75,26.21,0.28
Wolfgang,Krüger,,87,GAS,111.73,1536.3,11.84,0.46
Wolfgang,Krüger,,87,STROM,65.91,3236.76,21.75,0.36
Wolfgang,Krüger,,87,STROM,93.99,2093.64,8.26,0.3
Schmidt,Zimmermann,sarah.laura@test.com,38,GAS,111.28,1689.44,49.93,0.49
Schmidt,Zimmermann,sarah.laura@test.com,38,STROM,118.48,4369.09,43.56,0.3
Schmidt,Zimmermann,sarah.laura@test.com,38,GAS,47.86,2509.93,21.4,0.39
Meyer,Neumann,,83,STROM,32.78,2509.4,26.4,0.2
Becker,Lenz,wagner.walter@domain.com,69,GAS,194.88,3199.79,21.09,0.34
Wolfgang,Neumann,christine.julia@domain.com,60,GAS,103.68,2240.73,27.07,0.43
Wolfgang,Neumann,christine.julia@domain.com,60,STROM,135.34,4371.78,15.01,0.28
Sarah,Sophie,müller.lisa@example.com,52,GAS,174.95,2335.78,28.69,0.39
Sarah,Sophie,müller.lisa@example.com,52,STROM,57.69,1238.55,30.71,0.3
Fischer,Sophie,schmidt.julia@test.com,73,STROM,73.23,2342.29,30.91,0.49
Fischer,Sophie,schmidt.julia@test.com,73,STROM,57.04,4151.93,29.26,0.44
Fischer,Sophie,schmidt.julia@test.com,73,GAS,20.37,3400.22,17.09,0.42
Hoffmann,Marie,wagner.krüger@test.com,44,STROM,133.27,4121.89,27.49,0.47
Schneider,Zimmermann,sarah.böhm@example.com,40,STROM,96.68,4922.71,9.59,0.27
Schneider,Lea,sarah.laura@example.com,35,GAS,130.41,1338.01,23.32,0.4
Schneider,Lea,sarah.laura@example.com,35,STROM,183.89,2681.27,26.18,0.21
Schneider,Lea,sarah.laura@example.com,35,GAS,80.3,1115.46,27.83,0.32
Peter,Emma,andreas.hartmann@domain.com,28,GAS,95.23,3639.05,7.83,0.37
Peter,Emma,andreas.hartmann@domain.com,28,STROM,152.8,1413.13,39.58,0.23
Wagner,Laura,wolfgang.maier@test.com,80,GAS,24.23,1662.46,25.11,0.4
Wagner,Laura,wolfgang.maier@test.com,80,STROM,104.33,1108.9,26.39,0.29
Wagner,Laura,wolfgang.maier@test.com,80,STROM,38.5,3955.67,46.44,0.41
Katharina,Krüger,schulz.marie@test.com,72,STROM,91.04,2322.07,40.76,0.31
Klaus,Laura,hoffmann.marie@domain.com,26,STROM,70.42,1164.97,43.64,0.35
Klaus,Laura,hoffmann.marie@domain.com,26,STROM,186.77,4575.98,41.23,0.42
Klaus,Laura,hoffmann.marie@domain.com,26,GAS,129.75,1871.27,25.44,0.34
Becker,Klein,,83,STROM,72.67,1819.1,15.91,0.48
Becker,Klein,,83,STROM,100.93,2469.88,47.03,0.4
Becker,Klein,,83,GAS,50.26,4683.71,44.73,0.22
Thomas,Laura,becker.laura@example.com,34,STROM,41.26,3949.42,5.06,0.25
Thomas,Laura,becker.laura@example.com,34,GAS,176.68,2295.47,31.56,0.36
Thomas,Laura,becker.laura@example.com,34,GAS,157.19,4317.54,49.54,0.31
Sarah,Lena,wolfgang.klein@test.com,37,GAS,95.59,2835.39,9.85,0.35
Weber,Julia,sarah.mia@example.com,88,GAS,63.05,1756.59,14.48,0.43
Hoffmann,Maier,becker.krüger@domain.com,61,STROM,23.73,1207.06,22.79,0.31
Hoffmann,Maier,becker.krüger@domain.com,61,GAS,177.34,3080.75,42.43,0.48
Hoffmann,Maier,becker.krüger@domain.com,61,GAS,84.81,2290.99,20.46,0.42
Sarah,Emma,christine.mia@domain.com,29,STROM,185.33,1546.01,27.85,0.37
Becker,Walter,schneider.schröder@domain.com,81,GAS,22.06,2650.41,42.87,0.4
Becker,Walter,schneider.schröder@domain.com,81,GAS,146.84,1383.34,46.03,0.49
Becker,Walter,schneider.schröder@domain.com,81,STROM,91.49,4673.36,32.54,0.34
Christine,Böhm,wagner.sophie@example.com,30,STROM,144.96,3936.9,21.1,0.32
Christine,Böhm,wagner.sophie@example.com,30,STROM,135.61,4722.95,28.54,0.27
Christine,Böhm,wagner.sophie@example.com,30,STROM,182.74,2018.7,13.53,0.39
Christine,Hartmann,becker.marie@example.com,66,STROM,164.08,1236.88,10.69,0.35
Fischer,Hartmann,wolfgang.hartmann@domain.com,83,STROM,120.46,1352.15,16.14,0.39
Fischer,Hartmann,wolfgang.hartmann@domain.com,83,GAS,156.86,3519.51,32.54,0.34
Schmidt,Emma,schmidt.lea@domain.com,51,STROM,26.9,2640.53,7.37,0.29
Schmidt,Emma,schmidt.lea@domain.com,51,GAS,139.76,2880.06,7.17,0.21
Wolfgang,Klein,,60,GAS,75.46,1022.14,20.48,0.37
Wolfgang,Klein,,60,STROM,119.69,4405.4,32.94,0.46
Thomas,Sophie,schulz.böhm@domain.com,85,GAS,157.67,3563.32,19.68,0.36
Thomas,Sophie,schulz.böhm@domain.com,85,GAS,82.03,1636.81,25.96,0.27
Schneider,Marie,müller.hartmann@example.com,73,GAS,38.68,3872.99,42.81,0.32
Schneider,Marie,müller.hartmann@example.com,73,GAS,103.14,1688.62,35.09,0.37
Müller,Lenz,peter.lena@domain.com,64,GAS,54.39,2146.3,12.93,0.45
Christine,Sophie,wolfgang.krüger@domain.com,58,STROM,138.12,2774.81,47.38,0.38
Christine,Sophie,wolfgang.krüger@domain.com,58,GAS,23.58,3467.82,8.55,0.4
Christine,Sophie,wolfgang.krüger@domain.com,58,GAS,45.2,4774.69,25.52,0.28
Weber,Böhm,schneider.lea@test.com,36,STROM,35.89,3124.49,6.87,0.45
Weber,Böhm,schneider.lea@test.com,36,STROM,131.68,3552.6,13.94,0.41
Weber,Böhm,schneider.lea@test.com,36,GAS,135.51,1951.15,44.58,0.47
Wagner,Zimmermann,fischer.sophie@domain.com,83,STROM,82.27,2456.82,24.74,0.31
Wagner,Zimmermann,fischer.sophie@domain.com,83,GAS,164.07,3364.51,35.57,0.41
Wagner,Zimmermann,fischer.sophie@domain.com,83,STROM,56.48,1450.31,22.71,0.22
Becker,Anna,,82,STROM,77.63,4799.5,25.18,0.5
Becker,Lea,,36,STROM,177.2,1334.42,22.88,0.21
Wolfgang,Klein,meyer.marie@domain.com,48,STROM,111.18,2964.67,40.86,0.34
Wolfgang,Klein,meyer.marie@domain.com,48,GAS,42.08,1485.04,32.22,0.27
Wolfgang,Klein,meyer.marie@domain.com,48,GAS,151.88,3907.51,41.73,0.37
Andreas,Maier,weber.anna@domain.com,57,STROM,36.2,4088.07,18.69,0.3
Andreas,Maier,weber.anna@domain.com,57,STROM,123.93,2066.85,23.27,0.26
Andreas,Hartmann,hoffmann.neumann@example.com,54,STROM,67.61,4651.77,7.01,0.26
Andreas,Hartmann,hoffmann.neumann@example.com,54,STROM,122.81,1610.03,7.05,0.22
Hoffmann,Sophie,katharina.walter@test.com,35,GAS,128.13,3806.09,22.36,0.34
Hoffmann,Sophie,katharina.walter@test.com,35,GAS,66.07,3315.12,44.69,0.42
Hoffmann,Sophie,katharina.walter@test.com,35,STROM,190.03,2272.98,31.3,0.4
Christine,Lea,wagner.neumann@test.com,65,STROM,105.71,3034.31,8.55,0.32
Christine,Lea,wagner.neumann@test.com,65,STROM,163.44,3473.44,24.65,0.39
Christine,Lea,wagner.neumann@test.com,65,STROM,67.2,2169.51,14.68,0.23
Daniel,Julia,daniel.mia@domain.com,81,GAS,101.58,1771.65,5.64,0.36
Daniel,Julia,daniel.mia@domain.com,81,GAS,177.3,4120.64,16.65,0.38
Daniel,Julia,daniel.mia@domain.com,81,GAS,149.02,2384.22,18.32,0.39
Hoffmann,Krüger,müller.mia@example.com,77,STROM,90.23,4614.87,46.46,0.25
Hoffmann,Krüger,müller.mia@example.com,77,STROM,137.8,4780.29,22.2,0.24
Fischer,Zimmermann,wolfgang.laura@domain.com,79,STROM,188.26,1622.09,26.55,0.34
Sarah,Mia,hoffmann.maier@domain.com,88,GAS,131.39,2565.04,49.31,0.47
Andreas,Marie,schneider.lenz@domain.com,28,GAS,173.88,3905.08,10.76,0.34
Peter,Emma,,84,STROM,35.81,3613.47,25.77,0.24
Peter,Emma,,84,GAS,188.22,3737.99,9.47,0.37
Peter,Emma,,84,STROM,123.54,4239.81,43.18,0.21
Klaus,Emma,becker.sophie@domain.com,37,STROM,141.25,1780.22,46.22,0.45
Klaus,Emma,becker.sophie@domain.com,37,STROM,115.84,4515.76,21.43,0.24
Klaus,Emma,becker.sophie@domain.com,37,STROM,129.4,1750.24,36.0,0.44
Hoffmann,Zimmermann,andreas.marie@example.com,74,STROM,30.43,2134.88,44.4,0.21
Hoffmann,Zimmermann,andreas.marie@example.com,74,STROM,67.49,4615.67,18.28,0.41
Hoffmann,Zimmermann,andreas.marie@example.com,74,GAS,122.21,1183.35,9.16,0.25
Thomas,Zimmermann,michael.lea@domain.com,78,STROM,26.92,3432.26,10.68,0.46
Andreas,Mia,michael.maier@example.com,46,GAS,103.0,4517.79,13.77,0.47
Andreas,Mia,michael.maier@example.com,46,GAS,21.52,3230.24,23.66,0.45
Andreas,Mia,michael.maier@example.com,46,STROM,84.8,1469.99,18.6,0.36
Sarah,Böhm,christine.zimmermann@example.com,71,STROM,78.31,4411.19,23.73,0.31
Sarah,Böhm,christine.zimmermann@example.com,71,STROM,20.5,2347.84,6.15,0.37
Sarah,Böhm,christine.zimmermann@example.com,71,GAS,96.15,1876.55,25.8,0.3
Christine,Lea,schulz.böhm@domain.com,21,GAS,191.02,4827.73,5.51,0.33
Christine,Lea,schulz.böhm@domain.com,21,STROM,29.87,2047.52,25.57,0.5
Christine,Lea,schulz.böhm@domain.com,21,STROM,84.5,1143.82,46.1,0.39
Weber,Neumann,michael.lisa@test.com,58,STROM,187.11,2197.48,29.12,0.42
Weber,Neumann,michael.lisa@test.com,58,STROM,68.8,2359.07,7.04,0.31
Andreas,Neumann,peter.walter@example.com,70,STROM,198.68,1705.6,6.09,0.26
Wolfgang,Lena,becker.anna@example.com,28,GAS,151.6,1944.55,9.9,0.21
Wolfgang,Lena,becker.anna@example.com,28,GAS,168.51,2431.65,6.43,0.39
Wolfgang,Lena,becker.anna@example.com,28,STROM,84.94,1849.17,15.97,0.34
Wagner,Emma,michael.anna@test.com,65,GAS,145.25,2574.69,43.16,0.22
Wagner,Emma,michael.anna@test.com,65,GAS,155.4,3860.48,45.66,0.43
Wagner,Emma,michael.anna@test.com,65,STROM,97.09,1241.07,20.59,0.46
Klaus,Walter,meyer.julia@test.com,36,GAS,193.12,4593.08,9.69,0.2
Klaus,Walter,meyer.julia@test.com,36,STROM,134.13,1608.11,8.38,0.41
Klaus,Walter,meyer.julia@test.com,36,GAS,166.07,1156.35,30.09,0.36
Schulz,Anna,christine.maier@example.com,46,STROM,137.17,4632.8,24.33,0.36
Schulz,Anna,christine.maier@example.com,46,GAS,109.66,4100.16,6.91,0.25
Müller,Neumann,schneider.böhm@test.com,62,STROM,64.4,4965.79,44.6,0.27
Müller,Neumann,schneider.böhm@test.com,62,STROM,54.59,3191.28,43.67,0.44
Müller,Mia,fischer.böhm@example.com,85,GAS,53.68,2299.92,27.9,0.38
Müller,Mia,fischer.böhm@example.com,85,STROM,116.81,3410.93,12.43,0.33
Peter,Julia,sarah.neumann@test.com,27,STROM,68.15,3233.93,26.4,0.37
Fischer,Mia,katharina.böhm@domain.com,79,STROM,88.68,4422.38,39.0,0.25
Fischer,Mia,katharina.böhm@domain.com,79,STROM,85.25,1328.8,42.35,0.37
Hoffmann,Hartmann,meyer.hartmann@test.com,46,STROM,106.88,3826.95,45.72,0.31
Meyer,Klein,wolfgang.maier@domain.com,61,STROM,50.0,4062.24,42.92,0.48
Meyer,Klein,wolfgang.maier@domain.com,61,GAS,119.37,3389.69,30.94,0.32
Schneider,Lenz,fischer.julia@domain.com,80,GAS,162.24,2397.38,41.31,0.38
Schneider,Lenz,fischer.julia@domain.com,80,STROM,156.54,2305.5,46.53,0.35
Schneider,Lenz,fischer.julia@domain.com,80,GAS,75.33,3558.18,23.23,0.3
Klaus,Böhm,andreas.mia@domain.com,52,GAS,59.7,4441.18,38.19,0.27
Klaus,Böhm,andreas.mia@domain.com,52,STROM,54.08,4310.94,12.13,0.26
Klaus,Böhm,andreas.mia@domain.com,52,STROM,79.41,3712.19,19.2,0.5
Weber,Laura,michael.hartmann@domain.com,80,GAS,165.3,3356.7,25.91,0.47
Weber,Laura,michael.hartmann@domain.com,80,GAS,61.74,2191.28,5.76,0.31
Katharina,Neumann,klaus.sophie@domain.com,28,STROM,157.84,4617.97,39.27,0.23
Katharina,Neumann,klaus.sophie@domain.com,28,STROM,143.84,2852.04,6.98,0.26
Michael,Emma,,34,GAS,173.78,3425.26,39.75,0.23
Michael,Emma,,34,STROM,84.24,4460.37,26.1,0.5
Michael,Emma,,34,GAS,167.82,2547.21,14.68,0.24
Andreas,Marie,sarah.hartmann@example.com,85,STROM,188.14,2403.46,31.94,0.4
Andreas,Marie,sarah.hartmann@example.com,85,STROM,140.91,4830.73,9.03,0.33
Andreas,Marie,sarah.hartmann@example.com,85,GAS,27.21,4212.88,41.86,0.24
Fischer,Marie,klaus.schröder@test.com,87,STROM,96.24,1602.18,46.7,0.43
Fischer,Marie,klaus.schröder@test.com,87,GAS,143.61,3718.42,42.25,0.36
Fischer,Marie,klaus.schröder@test.com,87,GAS,108.61,1473.67,33.88,0.46
Schmidt,Marie,sarah.mia@test.com,35,GAS,31.79,3508.47,27.9,0.43
Peter,Lena,thomas.lisa@test.com,87,GAS,38.97,2083.0,40.76,0.49
Peter,Lena,thomas.lisa@test.com,87,STROM,184.71,1205.8,20.26,0.25
Peter,Lena,thomas.lisa@test.com,87,GAS,187.5,4113.37,6.49,0.46
Sarah,Emma,wolfgang.walter@domain.com,50,GAS,199.71,4661.67,23.12,0.3
Sarah,Emma,wolfgang.walter@domain.com,50,GAS,89.07,2383.63,8.75,0.48
Sarah,Krüger,schulz.marie@test.com,72,GAS,46.59,4697.59,17.27,0.33
Sarah,Krüger,schulz.marie@test.com,72,GAS,168.38,4034.24,12.59,0.32
Meyer,Schröder,,28,STROM,188.95,2542.71,27.2,0.28
Becker,Lea,wagner.marie@test.com,54,STROM,58.36,2998.05,6.89,0.27
Becker,Lea,wagner.marie@test.com,54,GAS,68.89,2942.28,25.67,0.46
Becker,Lea,wagner.marie@test.com,54,STROM,117.71,4709.33,22.3,0.33
Katharina,Klein,hoffmann.lisa@example.com,83,GAS,149.48,4778.02,47.3,0.23
Katharina,Klein,hoffmann.lisa@example.com,83,GAS,102.94,4211.86,16.16,0.38
Andreas,Zimmermann,andreas.lisa@example.com,86,STROM,76.35,3510.41,7.8,0.26
Becker,Lena,hoffmann.lea@domain.com,23,GAS,119.22,4519.2,37.21,0.5
Becker,Lena,hoffmann.lea@domain.com,23,STROM,70.51,1601.7,12.31,0.49
Becker,Lena,hoffmann.lea@domain.com,23,GAS,34.38,2539.49,28.12,0.22
Sarah,Lena,wagner.böhm@example.com,85,STROM,151.59,4174.15,38.47,0.5
Sarah,Lena,wagner.böhm@example.com,85,GAS,69.16,1091.37,43.94,0.38
Sarah,Lena,wagner.böhm@example.com,85,GAS,151.45,2696.43,20.28,0.46
Fischer,Julia,schneider.lisa@test.com,26,STROM,32.61,3142.09,28.68,0.42
Fischer,Julia,schneider.lisa@test.com,26,STROM,187.78,4366.31,47.68,0.39
Thomas,Lena,,79,STROM,33.54,4395.52,47.9,0.37
Thomas,Lena,,79,GAS,95.46,4098.32,23.85,0.32
Thomas,Lena,,79,GAS,120.71,2717.13,22.79,0.22
Sarah,Maier,sarah.walter@example.com,21,STROM,114.27,3088.91,26.52,0.47
Sarah,Maier,sarah.walter@example.com,21,STROM,72.45,2195.25,25.84,0.41
Wagner,Lena,müller.sophie@test.com,73,STROM,50.99,4911.99,35.83,0.31
Peter,Lea,hoffmann.zimmermann@example.com,74,GAS,196.78,2345.74,28.92,0.24
Peter,Lea,hoffmann.zimmermann@example.com,74,GAS,164.89,2870.02,17.84,0.29
Peter,Lea,hoffmann.zimmermann@example.com,74,STROM,144.03,1761.08,30.77,0.37
Schulz,Emma,becker.hartmann@domain.com,69,GAS,199.16,2695.57,12.45,0.26
Schulz,Emma,becker.hartmann@domain.com,69,STROM,64.5,2516.96,38.25,0.31
Thomas,Lisa,peter.böhm@example.com,28,GAS,172.31,1973.51,16.46,0.38
Thomas,Lisa,peter.böhm@example.com,28,GAS,128.35,3978.13,9.39,0.38
Hoffmann,Laura,thomas.laura@example.com,84,GAS,140.6,2026.67,27.69,0.35
Katharina,Walter,peter.mia@domain.com,63,GAS,67.89,2820.06,42.93,0.22
Christine,Emma,klaus.lena@example.com,75,GAS,135.02,1444.99,6.87,0.48
Fischer,Marie,schulz.lenz@test.com,24,STROM,70.13,1183.51,15.96,0.4
Fischer,Marie,schulz.lenz@test.com,24,STROM,163.25,3580.53,5.3,0.38
Fischer,Marie,schulz.lenz@test.com,24,STROM,60.46,1712.94,32.86,0.22
Michael,Sophie,thomas.emma@test.com,19,STROM,137.38,4916.84,49.76,0.22
Michael,Sophie,thomas.emma@test.com,19,GAS,180.95,1269.21,10.8,0.31
Michael,Sophie,thomas.emma@test.com,19,STROM,32.22,2860.0,38.26,0.31
Daniel,Maier,,34,GAS,97.98,2315.62,17.13,0.41
Christine,Laura,thomas.emma@domain.com,25,STROM,49.9,2632.16,41.43,0.23
Christine,Laura,thomas.emma@domain.com,25,GAS,28.94,1028.62,40.53,0.48
Christine,Laura,thomas.emma@domain.com,25,STROM,134.13,1202.36,32.4,0.27
Andreas,Marie,daniel.walter@domain.com,36,GAS,134.77,1296.49,33.05,0.46
Schneider,Krüger,schneider.lena@example.com,70,STROM,193.35,4169.48,6.61,0.28
Katharina,Mia,meyer.klein@example.com,73,STROM,160.11,4067.84,17.01,0.22
Katharina,Mia,meyer.klein@example.com,73,GAS,117.77,1190.75,18.24,0.31
Michael,Julia,wagner.klein@example.com,75,GAS,170.67,3721.06,18.52,0.38
Peter,Anna,daniel.mia@domain.com,89,STROM,91.53,4451.25,29.2,0.36
Peter,Anna,daniel.mia@domain.com,89,GAS,43.5,4122.43,24.54,0.49
Peter,Anna,daniel.mia@domain.com,89,STROM,38.35,4579.7,23.45,0.39
Klaus,Laura,hoffmann.zimmermann@test.com,48,STROM,118.35,2366.0,36.72,0.5
Klaus,Laura,hoffmann.zimmermann@test.com,48,GAS,125.26,2810.76,24.73,0.37
Michael,Emma,sarah.lenz@test.com,47,GAS,78.53,3480.48,42.16,0.36
Christine,Lena,becker.neumann@test.com,64,STROM,57.19,1822.67,36.58,0.39
Christine,Lena,becker.neumann@test.com,64,STROM,107.7,1649.91,35.99,0.46
Thomas,Mia,wolfgang.emma@domain.com,25,STROM,111.41,4350.09,21.96,0.34
Andreas,Lea,andreas.lena@test.com,54,GAS,84.48,2776.22,38.36,0.43
Andreas,Lea,andreas.lena@test.com,54,STROM,68.66,1309.06,25.26,0.41
Andreas,Lea,andreas.lena@test.com,54,GAS,139.75,2327.05,8.03,0.5
Katharina,Lea,klaus.schröder@test.com,85,GAS,62.75,4146.9,40.63,0.21
Katharina,Lea,klaus.schröder@test.com,85,GAS,23.99,2443.32,36.38,0.37
Sarah,Mia,,47,GAS,124.09,4706.32,21.03,0.47
Schulz,Lisa,katharina.lea@test.com,40,STROM,73.39,4533.6,45.74,0.37
Schulz,Lisa,katharina.lea@test.com,40,STROM,35.77,3207.55,25.65,0.21
Schulz,Lisa,katharina.lea@test.com,40,STROM,39.68,2332.87,25.03,0.28
Müller,Zimmermann,meyer.schröder@example.com,84,STROM,43.68,2969.5,7.81,0.34
Sarah,Lena,sarah.anna@example.com,22,STROM,161.89,3245.71,36.69,0.24
Sarah,Lena,sarah.anna@example.com,22,GAS,104.61,3790.44,28.73,0.4
Hoffmann,Böhm,klaus.lisa@test.com,47,GAS,173.06,2824.08,49.54,0.45
Hoffmann,Böhm,klaus.lisa@test.com,47,GAS,79.67,2578.86,7.38,0.38
Hoffmann,Böhm,klaus.lisa@test.com,47,GAS,161.09,3088.44,5.6,0.46
Wagner,Krüger,müller.walter@test.com,35,GAS,24.19,4880.54,13.41,0.47
Wagner,Krüger,müller.walter@test.com,35,GAS,42.72,4479.67,24.8,0.41
Schneider,Krüger,müller.maier@test.com,69,GAS,24.66,3356.05,17.13,0.33
Peter,Sophie,becker.lisa@test.com,67,STROM,177.57,2605.25,48.32,0.38
Peter,Sophie,becker.lisa@test.com,67,STROM,168.05,4413.48,40.89,0.28
Schmidt,Marie,,49,STROM,42.74,4229.37,38.46,0.27
Schmidt,Marie,,49,STROM,70.4,3961.03,40.52,0.45
Becker,Schröder,meyer.hartmann@test.com,23,STROM,191.82,2114.93,23.3,0.26
Becker,Schröder,meyer.hartmann@test.com,23,GAS,33.91,4340.37,23.31,0.4
Klaus,Lea,hoffmann.lisa@domain.com,64,GAS,40.89,3739.78,28.32,0.31
Schulz,Julia,andreas.anna@example.com,56,GAS,31.56,3035.79,47.61,0.49
Schulz,Julia,andreas.anna@example.com,56,GAS,198.94,1792.68,30.16,0.38
Thomas,Zimmermann,,44,GAS,196.74,3981.51,17.2,0.32
Thomas,Zimmermann,,44,GAS,59.82,2264.89,19.1,0.47
Hoffmann,Klein,schmidt.maier@test.com,62,GAS,41.76,2993.04,18.09,0.33
Hoffmann,Klein,schmidt.maier@test.com,62,STROM,48.76,1022.47,38.05,0.23
